Produit,Utilisateur,Date,Fiabilité,score,content
Samsung,LD,Commenté en France le 7 septembre 2019,Achat vérifié,5.0,c'est mon premier smartphone de la marque Samsung et j'en suis très content je le trouve fluidepour la navigation du menu il a je trouve une belle qualité au niveau des couleursla photo n'est peut être pas son point fort mais pour le prix je la trouve bienje recommande part mon expérience ce smartphone
Samsung,ROMANENS C.,Commenté en France le 7 septembre 2019,Achat vérifié,4.0,RASAucun problème d'utilisation me convient parfaitement
Samsung,Client d'Amazon,Commenté en France le 7 septembre 2019,Achat vérifié,5.0,Le produit répond parfaitement à mon attente
Samsung,Heurtchev,Commenté en France le 7 septembre 2019,Achat vérifié,5.0,"Très bon produit, livraison très rapide. Je recommande."
Samsung,Client d'Amazon,Commenté en France le 7 septembre 2019,Achat vérifié,5.0,Tres bon produit de 32go de mémoire avec en plus une carte de 32go
Samsung,Sibi P.,Commenté en France le 6 septembre 2019,Achat vérifié,4.0,Bon rapport qualité prix. Livré dans le temps prévu avec une carte SD 32 go.
Samsung,Cissé,Commenté en France le 5 septembre 2019,Achat vérifié,5.0,Super vraiment merci Amazon
Samsung,GALY SERGE ,Commenté en France le 5 septembre 2019,Achat vérifié,5.0,rien a dire livraison rapide article conforme impec
Samsung,Client d'Amazon,Commenté en France le 4 septembre 2019,Achat vérifié,5.0,"Superbe appareil facile d'utilisation,  qualité d'écran très bien"
Samsung,Alpha07,Commenté en France le 4 septembre 2019,Achat vérifié,5.0,Bon produit a recommander
Samsung,OMBRY CEDRIC,Commenté en France le 2 septembre 2019,Achat vérifié,4.0,SUPER TELEPHONE
Samsung,Client d'Amazon,Commenté en France le 2 septembre 2019,Achat vérifié,5.0,"Smartphone possédant des capacités tout à fait suffisante.Très facile de prise en main, ergonomique. Photo de qualité.Je recommande"
Samsung,Client d'Amazon,Commenté en France le 29 août 2019,Achat vérifié,5.0,J'ai remplacé mon Samsung Galaxy J3 dont la batterie était HS et la vitre cassée.Je suis satisfaite du Galaxy A10 pour son prix et son fonctionnement.Je le recommande
Samsung,arnaud Bonnin,Commenté en France le 29 août 2019,Achat vérifié,5.0,Bon produit et pas cher
Samsung,Tiana,Commenté en France le 29 août 2019,Achat vérifié,3.0,"C'etait un cadeau d'anniversaire, tres decue pour la manque de memoire interne, dans la fiche technique il y avait ecrit, ""memoire interne 32go"" et sd jusqu'à 512go, mais on réalité il y a que 2 go de mémoire interne et une carte sd de 32 go, qui sert à rien puisque il faut une carte plus grande, sourtout in absence de la mémoire interne, je me sent jouée par vous et très gêné vis à vis de la personne à qui j'ai offert ce portable qu'il avait justement besoin d'une mémoire interne major à celle qu'il avait dans son ancien portable (16go) je voudrai eyre en partie remboursée"
Samsung, Pascal,Commenté en France le 28 août 2019,Achat vérifié,2.0,"Manque de son extérieur, haut parleur HS ?"
Samsung,Brian,Commenté en France le 28 août 2019,Achat vérifié,5.0,Tres tres bon téléphone ideal pour cadeaux
Samsung,andre,Commenté en France le 27 août 2019,Achat vérifié,5.0,Super ecran large et grand pour jouer au jeu et fluide . J'en suis contente ;) et livraison nickel
Samsung,Client d'Amazon,Commenté en France le 27 août 2019,Achat vérifié,5.0,J'ai opté pour un A10 et j'en suis hyper satisfaite
Samsung,Omar Touré,Commenté en France le 27 août 2019,Achat vérifié,4.0,Très content d'avoir le produit à ce prix. Hélas je suis dans l'impossibilité d'avoir un clavier Français. En effet seuls les claviers UK et Italie sont disponibles et impossible de télécharger d'autres claviers
Samsung,lati,Commenté en France le 27 août 2019,Achat vérifié,4.0,Appareil conforme à la description il fonctionne bien jute la livraison retardée sans explications et impossible d'interagir avec qui que ce soit pour avoir plus d'infosUn petit geste aurait été appréciable surtout quand on commande plus que de raison sur le site Amazon et qu'on a un abonnement prime de surcroît avec une livraison garantie .... L'appareil en lui même a un bon rapport qualité prix pour l'instant tout va bien
Samsung,navarro alexandre,Commenté en France le 25 août 2019,Achat vérifié,5.0,Superbe
Samsung,Molinar,Commenté en France le 24 août 2019,Achat vérifié,5.0,Satisfait
Samsung,ANDRADE,Commenté en France le 24 août 2019,Achat vérifié,4.0,Correspond au descriptif
Samsung,Stephane,Commenté en France le 23 août 2019,Achat vérifié,5.0,Produit original parfaitement emballé.Livraison rapide.Vendeur sérieux.
Samsung,Aisseta,Commenté en France le 22 août 2019,Achat vérifié,5.0,Satisfaite pour offir
Samsung,Client Amazon,Commenté en France le 22 août 2019,Achat vérifié,5.0,"Trouvé sur Amazon et vendu pas un tiers,j'ai rien a dire sur la transaction 5/5. Le téléphone est très bien,pour leprix je pense pas avoir mieux et il fait son boulot de téléphone (appels,sms,mms). Concernant les autres fonctionalités,le prix se fait ressentir,très faible bande passante,temps de réaction pour l'ouverture des applis,pas toujours réactifs niveau tactile ( je viens d'un Huawei Mate20). Par contre là où je mettrais un gros point noir,mais pas que pour cet A10, c'est la tendance qu'on les constructeur ne ce moment avec leur interfaces à ne pas configurer des bases les notifications ne serait ce de base, on doit aller fouiller dans les paramètres pour faire en sorte que le téléphone s'allume quand on reçoit un sms et c'est pareil avec toutes les applis de messageries privés. Ca deviens casse c.... et juste pour ça je ne lui met pas 5 étoiles. Mais pour le prix et avec une petite coque à 7€, il fait le boulot."
Samsung,Bambino,Commenté en France le 22 août 2019,Achat vérifié,5.0,Je l'ai aimé
Samsung,Kone sekou ,Commenté en France le 21 août 2019,Achat vérifié,5.0,Très très satisfait
Samsung,BeLuGaa,Commenté en France le 20 août 2019,Achat vérifié,5.0,Bien reçu dans les temps boîte jamais ouverte nickel + carte micro SD avec top
Samsung,Salem Belhaj salah,Commenté en France le 19 août 2019,Achat vérifié,5.0,Merci
Samsung,patisson michel,Commenté en France le 19 août 2019,Achat vérifié,4.0,Bon téléphone  bon prix petit be barre réseau s0uvent a 2 sinon sa vas
Samsung,JAJA,Commenté en France le 19 août 2019,Achat vérifié,5.0,"Offert à ma fille elle est ravie, le téléphone est bien grand fin et léger. Envoi rapide et soigné."
Samsung,cms,Commenté en France le 19 août 2019,Achat vérifié,5.0,Installation facile et efficacité de Smart Switch
Samsung,GIL,Commenté en France le 18 août 2019,Achat vérifié,4.0,Convient très bien. Fonctionne avec SIM nano.
Samsung,Dicolo,Commenté en France le 17 août 2019,Achat vérifié,5.0,Fonctionne très bien. Parfait pour le prix.
Samsung,mille,Commenté en France le 17 août 2019,Achat vérifié,4.0,"Assez grand, bonne capacité et images nettes. Petit bémol : rame quand beaucoup d'applications sont ouvertes."
Samsung,RAHIM Kamal,Commenté en France le 17 août 2019,Achat vérifié,5.0,Personnel
Samsung,Pegmeng,Commenté en France le 16 août 2019,Achat vérifié,4.0,Top
Samsung,saintmalo35,Commenté en France le 16 août 2019,Achat vérifié,5.0,"Correspond à mes attentes. Prise en main relativement aisée. Photos avec l'appareil de bonne qualité.Pour l'instant, aucun inconvénient noté"
Samsung,Client d'Amazon,Commenté en France le 14 août 2019,Achat vérifié,5.0,super produi
Samsung,Cyril,Commenté en France le 14 août 2019,Achat vérifié,4.0,Telephone acheter pour un cadeau je ne regrette pa !
Samsung,Mouhamadou Koulibaly,Commenté en France le 14 août 2019,Achat vérifié,5.0,Produit vraiment TOP !
Samsung,Client d'Amazon,Commenté en France le 13 août 2019,Achat vérifié,2.0,Il est difficile à ecrire au toucher
Samsung,fab,Commenté en France le 13 août 2019,Achat vérifié,5.0,je suis tres satisfait
Samsung,Client d'Amazon,Commenté en France le 13 août 2019,Achat vérifié,4.0,"Simple à mettre en marche, superbes photosRAS"
Samsung,Amine,Commenté en France le 13 août 2019,Achat vérifié,1.0,Impossible à utiliser à l’étranger alors que c’est écrit dual sim ça sert à quoi d’avoir un dual sim et le téléphone est bloquer il fallait le mettre en 1 er information pour ne pas ce retrouver bloquer en vacance !!!
Samsung,CHRISTIAN COMMES,Commenté en France le 13 août 2019,Achat vérifié,4.0,RAS .FACILE D UTILISATION
Samsung,Client d'Amazon,Commenté en France le 12 août 2019,Achat vérifié,5.0,"tres bon portable il a tout ce qu'il faut vraiment je recommande... rapide, tres belles photos, bien pour les jeux,, rien à lui reprocher, toutes les fonctionnalités nécessaires... qualité prix extra...  seul défaut les frimeurs penseront qu'il n'est pas bien car il n'est pas cher!!!!! pour ceux qui ne le sont pas adoptez le et ne dites pas le prix vous verrez qu'on vous dira que vous avez un super portable."
Samsung,Ophélie77,Commenté en France le 12 août 2019,Achat vérifié,5.0,"Commandé pour offrir à mon papa , reçu rapidement bien protégé et emballé.Rapport qualité/prix plus que correct , RAS tout fonctionne très bien papa est ravi !Merci."
Samsung,wxc,Commenté en France le 11 août 2019,Achat vérifié,4.0,"Rien à dire, satisfaisant"
Samsung,Grzyb Marina,Commenté en France le 11 août 2019,Achat vérifié,5.0,"Produit reçu en avance avec adaptateur, débloqué toutes sims. Comme tout portable Samsung rien à dire la dessus c'est nickel.Je recommande ce produit"
Samsung,GUAGLIANONE,Commenté en France le 11 août 2019,Achat vérifié,5.0,Matériel reçu très rapidement. Installation facile.
Samsung,DE COOMAN CLEMENCE,Commenté en France le 11 août 2019,Achat vérifié,5.0,Très satisfaite pour la rapide réception et reçu non endommagé. Livreur poli et gentil.Le téléphone est facile à prendre en main pas de changement majeur par rapport aux autres smartphones SamsungPetit bémol avec l appareil photo qui avec le flash faisait des photos noires après recherche sur internet il faut chercher dans les paramètres et tout rentre dans l'ordre.Smartphone que je recommande!
Samsung,olfaa,Commenté en France le 9 août 2019,Achat vérifié,5.0,pour mon mari
Samsung,audrey,Commenté en France le 9 août 2019,Achat vérifié,5.0,"Ravie de mon achat. Pourtant j'avais lu des avis négatifs sur ce téléphone mais moi j'en suis très contente. Il est très facile à utiliser, tient bien la charge, très réactif. Je m'en sers pour : téléphoner, Sms, surfer sur le net, réseaux sociaux, quelques jeux basiques.Rendu des photo très sympa.Le seul hic serait la luminosité de l'écran lorsqu'on est à l'extérieur et qu'il y a bcp de soleil.Mais honnêtement pour environ 135€ ce téléphone remplit ses fonctions !"
Samsung,LA PORTE francois,Commenté en France le 8 août 2019,Achat vérifié,5.0,"facile a configurer, grand ecran , rendu des photos impeccable , faciliter d utilisation. pour le Samsung Galaxy A10 pas chercontent de mon achat."
Samsung,BERNIER,Commenté en France le 6 août 2019,Achat vérifié,5.0,Fonctionne très bien bonne qualité je recommande
Samsung,julie machabert,Commenté en France le 6 août 2019,Achat vérifié,5.0,"très satisfaite de mon achat. Téléphone sympa, prise en main facile, bonne autonomie. Je recommande."
Samsung,David ,Commenté en France le 2 août 2019,Achat vérifié,4.0,"Très bon smartphone à bas prix,fait juste ce qu'on lui demande,idéal pour première expérience."
Samsung,Gaouat Farid,Commenté en France le 1 août 2019,Achat vérifié,4.0,J’ai aimé Son grand écranJ’ai pas aimé les traces de doigts restants sur l'écran
Samsung,Client d'Amazon,Commenté en France le 31 juillet 2019, ? ,4.0,Ma carte Sim c sfr elle passe sur se téléphone car c écrit free
Samsung,Boubaker,Commenté en France le 30 juillet 2019,Achat vérifié,5.0,Très très satisfaite merci Amazon
Samsung,Client d'Amazon,Commenté en France le 29 juillet 2019,Achat vérifié,5.0,Il n'a rien à envier aux autres portable style note 8
Samsung,Client d'Amazon,Commenté en France le 29 juillet 2019,Achat vérifié,5.0,vendeur  très sérieux et produits conforme à la descriptionje recommande
Samsung,GOCMEN meryem,Commenté en France le 28 juillet 2019,Achat vérifié,4.0,"Très bon téléphone pour son prix excellent,  autonomie de la batterie 3 jours sans problème."
Samsung,STF38,Commenté en France le 27 juillet 2019,Achat vérifié,4.0,"Excellent téléphone pour son rapport qualité prix.Seulement 4 étoiles, pour la mémoire RAM un peu limite à 2Go et le micro USB au lieu d'une prise de type-C, plus dans l'air du temps.Mais Samsung reste une excellente marque pour moi, qui suis fidèle depuis plus de 10 ans.Note 2, Note 4, Note 8, j'ai acheté ce A10 en téléphone supplémentaire et il fait bien le job."
Samsung,nicolas,Commenté en France le 26 juillet 2019,Achat vérifié,4.0,"reçu ce jour.configuré en russe et ne le parlant que sous la torture,ce a10 a été immédiatement reconfiguré en français.envoi rapide,appareil neuf avec toutes sortes de scellées.fonctionne parfaitement bien."
Samsung,Gouez,Commenté en France le 26 juillet 2019,Achat vérifié,1.0,"A défaut de mode d'emploi en français (désolé, je ne comprends pas l'italien !) je vais retourner l'appareil."
Samsung,GILLES,Commenté en France le 22 juillet 2019,Achat vérifié,3.0,Dommage que la prise d'alimentation secteur ne soit pas aux norme européenne !
Samsung,paca,Commenté en France le 22 juillet 2019,Achat vérifié,4.0,Très bien
Samsung,Zwillys,Commenté en France le 21 juillet 2019,Achat vérifié,5.0,Livraison dans les délais. Et produits pas mal pour ce prix. Je l'ai commandé plus d'une fois pour les proches
Samsung,Andriy Chernyak,Commenté en France le 18 juillet 2019,Achat vérifié,3.0,"Bonjour,  j'ai acheté cette appareil mais il est verrouillé avec opérateur Vodafone Ukraine et Kyivstar Ukraine!!! Je suis parti en vacance et je pensais pouvoir l'utiliser à l'étrangler. Pourriez vous m’aider SVP"
Samsung,Mélie B,Commenté en France le 18 juillet 2019,Achat vérifié,5.0,Très bon rapport qualité prix.Samsung abordable avec un très grand écran.Qualité  samsung
Samsung,Client d'Amazon,Commenté en France le 16 juillet 2019,Achat vérifié,4.0,excellent telephone rapport qualité prix on ne peut  trouver mieux mon j5 était hors d'usage je cherchais un téléphone pas trop cher j'ai trouvé c'est un modèle 2019 qui marche très bien facile utilisation comme tous les téléphones Samsung ils se ressemblent rapport qualité prix très bon livraison rapide je recommande ce téléphone excellente autonomie
Samsung,Rolrik,Commenté en France le 15 juillet 2019, ? ,3.0,"En 2019, la proposition de Samsung sur le bas de gamme est quand même moyenne.Les spécifications techniques de ce ""smartphone"" sont vraiment à la traîne.Sans partir sur le débat des téléphones chinois (même si ce produit est designé en Corée), beaucoup de marques asiatiques font beaucoup mieux pour le même tarif (pocophone, meizu, oppo, xiaomi pour ne citer qu'eux)Il est regrettable de voir 32Gb de stockage avec uniquement 2Gb de RAM. Les performances ne permettent pas d'utiliser les filtres d'application photo de façon fluide, ne parlons même pas des jeux vidéos qui sont simplement à oublier.Je ne saurai conseiller ce mobile sauf pour les budgets restreints ou un appareil d'appoint"
Samsung,DanX,Commenté en France le 15 juillet 2019,Achat vérifié,5.0,"Commande, livraison, utilisation rapide ;-)"
Samsung,Client d'Amazon,Commenté en France le 13 juillet 2019, ? ,5.0,Excellente
Samsung,clémence Lecaplain,Commenté en France le 11 juillet 2019,Achat vérifié,4.0,"Rien à redire sur la qualité du téléphone pour l'utilisation du téléphone. Seul bémol, il ne capte pas! Passe de 4G à rien du tout d'un moment à l'autre! Je peux vous assurez que le mode avion marche super bien! Est-ce dû au téléphone ou à l'opérateur ? Je pourrais le dire quand j'aurais une connection assez correcte pour creuser la question. Là par exemple, il faut que j'attende que 4G réapparaisse pour pouvoir envoyer le commentaire, c'est d'un pratique!"
Samsung,Annie,Commenté en France le 8 juillet 2019,Achat vérifié,4.0,"Parfait pour une ""ado"" de 12 ans"
Samsung,drouet corinne,Commenté en France le 30 juin 2019,Achat vérifié,5.0,J adore rien de plus simple
Samsung,Client d'Amazon,Commenté en France le 27 juin 2019,Achat vérifié,5.0,Très satisfaite
Samsung,SEGUIN,Commenté en France le 18 juin 2019, ? ,4.0,"J'ai pu tester sur 2 jours ce modèle qui débute la gamme A de Samsung. Je vous en livre ici mon impression résumée.La finition reste plutôt correcte avec sa coque en plastique, pas de fioriture de ce côté-là.L'écran (non full HD) n'est pas vraiment le meilleur que j'ai pu voir dans cette gamme de prix, la calibration étant plutôt ratée. Dommage que Samsung n'est pas mis un de ses excellents écrans Amoled. Sa taille de 6.2"" offre cependant une bonne préhension en main.Niveau puissance, bien sûr ce n'est pas un monstre. Mais j'ai trouvé ce téléphone suffisamment fluide et agréable au quotidien pour une utilisation basique et courante.Question autonomie, avec mon utilisation, la batterie m'a tenu un peu plus d'un jour et demi. Ce smartphone est donc plutôt bon sur ce point je trouve.Pour la partie photo, point crucial de nos jours sur nos téléphones, je dois avouer qu'en tenant compte de son positionnement tarifaire, j'ai été agréablement surpris du résultat. De jour, les photos sont très correctes avec un bon rendu des couleurs. Quand la luminosité baisse, cela devient relativement mauvais mais bon la concurrence ne fait pas vraiment mieux sur ce point.Un autre bon point: Samsung a laissé un port jack dessus, on peut donc brancher directement son casque sans avoir besoin d'adaptateur. Dommage cependant que ni capteur d'empreinte ni port USB-C (on doit se contenter d'un port micro-USB, une mesquinerie je trouve car cela devient de plus en plus la norme) ne soit au programme.En conclusion, Samsung a plutôt bien réussi ce A10 qui vient rejoindre pour moi une excellente gamme A (j'avais beaucoup aimé le A50 et le A70 lors de leur test)."
Samsung,karima,Commenté en France le 17 juin 2019,Achat vérifié,5.0,Satisfait
Samsung,Rik ARDO,Commenté en France le 17 juin 2019, ? ,4.0,"loin des flagships , ce smartphone rempli toutes ses fonctions.il n'as  pas besoin d'être plus véloce, bien pensé, il dépanne sans soucis mon note  8 mourrant suite à une violente chute.pour le prix on a un joli smartphone complet d'appoint !.si vous voulez simple et pas cher !."
